Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,IMPLEMENTING PARTNER,Region,District,SPECIFIC LOCATION,RURAL/URBAN         ,Status,DURATION,Start Date,End Date
5350 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Daob Weyn,,Planned,,01-Mar-19,28-Feb-24
5351 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Duob Weyn,,Planned,,01-Mar-19,28-Feb-24
5352 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Goob Weyn,,Planned,,01-Mar-19,28-Feb-24
5353 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Laob Weyn,,Planned,,01-Mar-19,28-Feb-24
5354 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5355 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5356 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5357 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5358 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5359 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5360 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5361 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Awdal,Borama,Boon,,Ongoing,,05-Jan-17,30-Jul-20
5362 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5363 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5364 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5365 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5366 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5367 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5368 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Berbera,Bulloxaar,,Ongoing,,05-Jan-17,30-Jul-20
5369 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5370 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5371 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5372 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5373 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5374 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5375 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Hargeysa,Cadaadley,,Ongoing,,05-Jan-17,30-Jul-20
5376 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5377 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5378 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5379 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5380 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5381 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Awdal,Borama,Dilla,,Ongoing,,05-Jan-17,30-Jul-20
5382 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5383 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5384 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5385 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5386 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5387 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Berbera,Fara-Deero,,Ongoing,,05-Jan-17,30-Jul-20
5388 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5389 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5390 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5391 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5392 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5393 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Hargeysa,Gadhka Warsame Xaad,,Ongoing,,05-Jan-17,30-Jul-20
5394 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of WASH facilites,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5395 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of Water Storage Tanks,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5396 Apr - 19 Apr 2019,ADRA,EU,Education,Emergency Teacher Incentives,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5397 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Food/Food Grant,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5398 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Safe Drinking Water,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5399 Apr - 19 Apr 2019,ADRA,EU,Education,Teaching and Learning Materials,,Galgaduud,Cadaado,Galinsoor,,Ongoing,,05-Jan-17,30-Jul-20
5400 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5401 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5402 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5403 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5404 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5405 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Togdheer,Sheikh,Guud Cado Satellite,,Ongoing,,05-Jan-17,30-Jul-20
5406 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5407 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5408 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5409 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5410 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5411 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5412 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Awdal,Lughaye,Lughaye,,Ongoing,,05-Jan-17,30-Jul-20
5413 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5414 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5415 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5416 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5417 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5418 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5419 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Gebiley,Ijaara,,Ongoing,,05-Jan-17,30-Jul-20
5420 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5421 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5422 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5423 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5424 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5425 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5426 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Berbera,Laas Ciidle,,Ongoing,,05-Jan-17,30-Jul-20
5427 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5428 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5429 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5430 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5431 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5432 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5433 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Awdal,Borama,Quljed,,Ongoing,,05-Jan-17,30-Jul-20
5434 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5435 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5436 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5437 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5438 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5439 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5440 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Hargeysa,Salaxley,,Ongoing,,05-Jan-17,30-Jul-20
5441 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5442 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5443 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5444 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5445 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5446 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5447 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Togdheer,Sheikh,Suuqsade,,Ongoing,,05-Jan-17,30-Jul-20
5448 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of TLC,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5449 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of WASH facilites,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5450 Apr - 19 Apr 2019,ADRA,DFID,Education,Construction/Rehabilitation of Water Storage Tanks,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5451 Apr - 19 Apr 2019,ADRA,DFID,Education,Emergency Teacher Incentives,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5452 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5453 Apr - 19 Apr 2019,ADRA,DFID,Education,Provision of Safe Drinking Water,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5454 Apr - 19 Apr 2019,ADRA,DFID,Education,Teaching and Learning Materials,,Woqooyi Galbeed,Berbera,Xagal,,Ongoing,,05-Jan-17,30-Jul-20
5455 Apr - 19 Apr 2019,ADRA,EU,Education,Emergency Teacher Incentives,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5456 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Food/Food Grant,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5457 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Safe Drinking Water,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5458 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of TLC,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5459 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of WASH facilites,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5460 Apr - 19 Apr 2019,ADRA,EU,Education,Teaching and Learning Materials,,Banadir,Waaberi,Waaberi,,Ongoing,,11-Jul-17,11-Jul-21
5461 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of WASH facilites,,Mudug,Gaalkacyo,Bandiidley,,Ongoing,,11-Jul-17,11-Jul-21
5462 Apr - 19 Apr 2019,ADRA,EU,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Bandiidley,,Ongoing,,11-Jul-17,11-Jul-21
5463 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Bandiidley,,Ongoing,,11-Jul-17,11-Jul-21
5464 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Safe Drinking Water,,Mudug,Gaalkacyo,Bandiidley,,Ongoing,,11-Jul-17,11-Jul-21
5465 Apr - 19 Apr 2019,ADRA,EU,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Bandiidley,,Ongoing,,11-Jul-17,11-Jul-21
5466 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of WASH facilites,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5467 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of Water Storage Tanks,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5468 Apr - 19 Apr 2019,ADRA,EU,Education,Emergency Teacher Incentives,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5469 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Food/Food Grant,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5470 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Safe Drinking Water,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5471 Apr - 19 Apr 2019,ADRA,EU,Education,Teaching and Learning Materials,,Mudug,Hobyo,El Gorei,,Ongoing,,11-Jul-17,11-Jul-21
5472 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of WASH facilites,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5473 Apr - 19 Apr 2019,ADRA,EU,Education,Construction/Rehabilitation of Water Storage Tanks,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5474 Apr - 19 Apr 2019,ADRA,EU,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5475 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Safe Drinking Water,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5476 Apr - 19 Apr 2019,ADRA,EU,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5477 Apr - 19 Apr 2019,ADRA,EU,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Docol,,Ongoing,,11-Jul-17,11-Jul-21
5478 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of WASH facilites,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5479 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of TLC,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5480 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Food/Food Grant,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5481 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Safe Drinking Water,,Lower Juba,Kismaayo,Kismayo,,Ongoing,,01-Jan-19,31-11-2019
5482 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5483 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Hygiene Promotion,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5484 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Other- please specify,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5485 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of WASH facilites,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5486 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of TLC,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5487 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Food/Food Grant,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5488 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Safe Drinking Water,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5489 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5490 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Hygiene Promotion,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5491 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Other- please specify,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5492 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of WASH facilites,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5493 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of TLC,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5494 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Food/Food Grant,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5495 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Provision of Safe Drinking Water,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5496 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5497 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,CECs Training on School Water Management,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5498 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Teacher Training,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5499 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Hygiene Promotion,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5500 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Other- please specify,,Lower Juba,Kismaayo,Dalxiiska,,Ongoing,,01-Jan-19,31-11-2019
5501 Apr - 19 Apr 2019,ADRA,UN OCHA SHF,Education,Construction/Rehabilitation of WASH facilites,,Lower Juba,Kismaayo,Fanole,,Ongoing,,01-Jan-19,31-11-2019
