Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,Implementing Partners,Region,District,SPECIFIC LOCATION ,RURAL/URBAN         ,Status,DURATION,Start Date,End Date,Y_COORD,X_COORD
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Horumar village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Israac village,,Completed,,1/1/2018,12/31/2018,,
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 3,,Completed,,1/1/2018,12/31/2018,6.774621,47.436126
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 3,,Completed,,1/1/2018,12/31/2018,6.774621,47.436126
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Gaalkacyo/Israac 3,,Completed,,1/1/2018,12/31/2018,6.774621,47.436126
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 3,,Completed,,1/1/2018,12/31/2018,6.774621,47.436126
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 3,,Completed,,1/1/2018,12/31/2018,6.774621,47.436126
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/19,Education,Distribution of hygiene materials,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,UNHCR 2017/18,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW2017/19,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW2017/19,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW2017/19,Education,Construction/Rehabilitation of WASH facilites,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,SHF 2018/2019,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,SHF 2018/2019,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,SHF 2018/2019,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,SHF 2018/2019,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2020,Education,CECs Training,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2021,Education,Teacher Training,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2020,Education,CECs Training,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2021,Education,Teacher Training,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2019,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF 2018/2019,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2020,Education,CECs Training,,Mudug,Gaalkacyo,Gaalkacyo/Wadajir,,Completed,,1/1/2018,12/31/2018,6.782953,47.424182
Periode I,RI,SHF 2018/2021,Education,Teacher Training,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2020,Education,CECs Training,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2021,Education,Teacher Training,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 1,,Completed,,1/1/2018,12/31/2018,6.765203,47.431399
Periode I,RI,SHF 2018/2019,Education,Teaching and Learning Materials,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,SHF 2018/2019,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,SHF 2018/2019,Education,Other- please specify,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,SHF 2018/2020,Education,CECs Training,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,SHF 2018/2021,Education,Teacher Training,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 3,,Completed,,1/1/2018,12/31/2018,6.768769,47.436952
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Tawakal IDP,,Completed,,1/1/2018,12/31/2018,3.1201,43.6443
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 2,,Completed,,1/1/2018,12/31/2018,6.76874,47.431416
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Hygiene Promotion,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 5 ,,Completed,,1/1/2018,12/31/2018,6.776783,47.414661
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 1,,Completed,,1/1/2018,12/31/2018,6.787934,47.412085
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 1,,Completed,,1/1/2018,12/31/2018,6.787934,47.412085
Periode I,RI,Community,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 1,,Completed,,1/1/2018,12/31/2018,6.787934,47.412085
Periode I,RI,FENPS,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Hormar 1,,Completed,,1/1/2018,12/31/2018,6.787934,47.412085
Periode I,RI,Community,Education,Construction/Rehabilitation of TLC,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Israac 4,,Completed,,1/1/2018,12/31/2018,6.779101,47.430156
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,ECW,Education,Emergency Teacher Incentives,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 4 ,,Completed,,1/1/2018,12/31/2018,6.771411,47.413778
Periode I,RI,SHF,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
Periode I,RI,SHF,Education,Provision of Food/Food Grant,,Mudug,Gaalkacyo,Gaalkacyo/Garsoor Branch 3 ,,Completed,,1/1/2018,12/31/2018,6.766947,47.417517
